date,vendor_entity,location_city,location_subdivision,location_country,nights_stayed,room_count,custom_field_business_unit,custom_field_region
2023-04-01,Jin Jiang International,London,,China,22,1,Business Unit Charlie,North America
2023-04-01,Hyatt Hotels Corporation,San Francisco Bay Area,,China,27,1,Business Unit Delta ,North America
2023-04-01,InterContinental Hotels Group (IHG),Paris,,United States,15,1,Business Unit Delta ,North America
2023-05-01,Hyatt Hotels Corporation,Mumbai,,China,19,1,Business Unit Echo,North America
2023-05-01,Marriott International,Osaka-Kobe,,Japan,25,1,Business Unit Echo,Europe
2023-05-01,Accor,Osaka-Kobe,,United Kingdom,19,1,Business Unit Alpha ,Latin America
2023-05-01,BTH Hotels,Atlanta,,Japan,21,1,Business Unit Bravo,APAC
2023-05-01,Four Seasons,Philadelphia,,Argentina,28,1,Business Unit Alpha ,North America
2023-05-01,Choice Hotels International,Beijing,,United States,20,1,Business Unit Alpha ,Europe
2023-05-01,Wyndham Hotels and Resorts,London,,France,26,1,Business Unit Echo,APAC
2023-05-01,InterContinental Hotels Group (IHG),Miami,,United States,23,1,Business Unit Echo,Europe
2023-05-01,Wyndham Hotels and Resorts,Osaka-Kobe,,France,18,1,Business Unit Alpha ,Europe
2023-05-01,Jin Jiang International,San Francisco Bay Area,,China,21,1,Business Unit Delta ,APAC
2023-05-01,Wyndham Hotels and Resorts,Jakarta,,France,22,1,Business Unit Echo,APAC
2023-05-01,BTH Hotels,Chicago,,Japan,15,1,Business Unit Echo,North America
2023-05-01,Hyatt Hotels Corporation,Atlanta,,China,20,1,Business Unit Bravo,Latin America
2023-05-01,Hyatt Hotels Corporation,Paris,,China,23,1,Business Unit Delta ,APAC
2023-05-01,Four Seasons,Toronto,,Argentina,18,1,Business Unit Alpha ,Latin America
2023-05-01,Marriott International,Jakarta,,Japan,19,1,Business Unit Bravo,Europe
2023-05-01,Hilton Hotels,Tokyo,,United States,29,1,Business Unit Echo,APAC
2023-05-01,Wyndham Hotels and Resorts,San Francisco Bay Area,,France,20,1,Business Unit Alpha ,North America
2023-05-01,Ritz Carlton,Beijing,,United States,16,1,Business Unit Delta ,APAC
2023-05-01,Best Western Hotels & Resorts,Jakarta,,Mexico,19,1,Business Unit Alpha ,Latin America
2023-05-01,Marriott International,Moscow,,Japan,26,1,Business Unit Alpha ,Europe
2023-05-01,Ritz Carlton,Miami,,United States,15,1,Business Unit Charlie,APAC
2023-05-01,Choice Hotels International,Los Angeles,,United States,20,1,Business Unit Delta ,Latin America
2023-05-01,Jin Jiang International,Tokyo,,China,26,1,Business Unit Bravo,Latin America
2023-05-01,Accor,Chicago,,United Kingdom,16,1,Business Unit Charlie,APAC
2023-06-01,Wyndham Hotels and Resorts,Jakarta,,France,17,1,Business Unit Delta ,Europe
2023-06-01,Wyndham Hotels and Resorts,Mexico City,,France,22,1,Business Unit Echo,APAC
2023-06-01,Choice Hotels International,Mexico City,,United States,21,1,Business Unit Charlie,Europe
2023-06-01,Choice Hotels International,Moscow,,United States,18,1,Business Unit Bravo,Europe
2023-06-01,Choice Hotels International,Toronto,,United States,24,1,Business Unit Delta ,North America
2023-06-01,Wyndham Hotels and Resorts,Moscow,,France,22,1,Business Unit Echo,Europe
2023-06-01,Choice Hotels International,Mexico City,,United States,24,1,Business Unit Echo,North America
2023-06-01,InterContinental Hotels Group (IHG),Los Angeles,,United States,21,1,Business Unit Alpha ,North America
2023-06-01,Choice Hotels International,Paris,,United States,26,1,Business Unit Charlie,Latin America
2023-06-01,BTH Hotels,Shanghai,,Japan,19,1,Business Unit Delta ,North America
2023-06-01,Hyatt Hotels Corporation,Moscow,,China,25,1,Business Unit Echo,APAC
2023-06-01,Ritz Carlton,New York City,,United States,18,1,Business Unit Bravo,APAC
2023-06-01,Choice Hotels International,Atlanta,,United States,23,1,Business Unit Charlie,North America
2023-06-01,Hyatt Hotels Corporation,Mexico City,,China,17,1,Business Unit Alpha ,APAC
2023-06-01,Hilton Hotels,Moscow,,United States,29,1,Business Unit Charlie,Latin America
2023-06-01,Four Seasons,Tokyo,,Argentina,20,1,Business Unit Delta ,North America
2023-06-01,BTH Hotels,Toronto,,Japan,27,1,Business Unit Charlie,APAC
2023-06-01,Marriott International,San Francisco Bay Area,,Japan,16,1,Business Unit Echo,Latin America
2023-06-01,Best Western Hotels & Resorts,Los Angeles,,Mexico,25,1,Business Unit Alpha ,North America
2023-06-01,Ritz Carlton,London,,United States,26,1,Business Unit Charlie,Latin America
2023-06-01,Best Western Hotels & Resorts,Toronto,,Mexico,18,1,Business Unit Alpha ,Latin America
2023-06-01,Accor,Mumbai,,United Kingdom,27,1,Business Unit Bravo,Europe
2023-06-01,Jin Jiang International,Los Angeles,,China,17,1,Business Unit Bravo,Europe
2023-06-01,Ritz Carlton,Dallas-Fort Worth,,United States,24,1,Business Unit Delta ,North America
2023-06-01,Wyndham Hotels and Resorts,Mumbai,,France,21,1,Business Unit Alpha ,Latin America
2023-07-01,Four Seasons,Philadelphia,,Argentina,19,1,Business Unit Echo,Latin America
2023-07-01,Choice Hotels International,Hong Kong,,United States,24,1,Business Unit Bravo,APAC
2023-07-01,InterContinental Hotels Group (IHG),Chicago,,United States,29,1,Business Unit Delta ,Latin America
2023-07-01,Jin Jiang International,Shanghai,,China,17,1,Business Unit Echo,APAC
2023-07-01,Choice Hotels International,Sao Paulo,,United States,24,1,Business Unit Alpha ,APAC
2023-07-01,Jin Jiang International,Mumbai,,China,29,1,Business Unit Echo,North America
2023-07-01,Best Western Hotels & Resorts,Seoul,,Mexico,20,1,Business Unit Bravo,North America
2023-07-01,InterContinental Hotels Group (IHG),San Francisco Bay Area,,United States,23,1,Business Unit Echo,Europe
2023-07-01,BTH Hotels,Houston,,Japan,16,1,Business Unit Bravo,Europe
2023-07-01,Marriott International,Houston,,Japan,26,1,Business Unit Charlie,APAC
2023-07-01,Four Seasons,Toronto,,Argentina,26,1,Business Unit Bravo,APAC
2023-07-01,Choice Hotels International,Washington D.C.,,United States,23,1,Business Unit Bravo,APAC
2023-07-01,Accor,Toronto,,United Kingdom,15,1,Business Unit Echo,North America
2023-07-01,Best Western Hotels & Resorts,Chicago,,Mexico,20,1,Business Unit Bravo,APAC
2023-07-01,Marriott International,Atlanta,,Japan,21,1,Business Unit Charlie,North America
2023-07-01,Hilton Hotels,Atlanta,,United States,26,1,Business Unit Delta ,Europe
2023-07-01,Hyatt Hotels Corporation,Atlanta,,China,16,1,Business Unit Charlie,APAC
2023-07-01,Accor,Mexico City,,United Kingdom,16,1,Business Unit Charlie,Latin America
2023-07-01,Marriott International,Hong Kong,,Japan,18,1,Business Unit Delta ,North America
2023-07-01,Four Seasons,Buenos Aires,,Argentina,15,1,Business Unit Charlie,Latin America
2023-07-01,Accor,Atlanta,,United Kingdom,26,1,Business Unit Delta ,Latin America
2023-07-01,BTH Hotels,Buenos Aires,,Japan,28,1,Business Unit Echo,Latin America
2023-07-01,InterContinental Hotels Group (IHG),Seoul,,United States,18,1,Business Unit Bravo,Latin America
2023-07-01,Hilton Hotels,Osaka-Kobe,,United States,25,1,Business Unit Alpha ,North America
2023-07-01,Wyndham Hotels and Resorts,Mumbai,,France,25,1,Business Unit Alpha ,Europe
2023-08-01,Hilton Hotels,Shanghai,,United States,27,1,Business Unit Bravo,Latin America
2023-08-01,BTH Hotels,Washington D.C.,,Japan,22,1,Business Unit Charlie,APAC
2023-08-01,Jin Jiang International,Miami,,China,18,1,Business Unit Delta ,Europe
2023-08-01,Marriott International,Hong Kong,,Japan,23,1,Business Unit Charlie,Latin America
2023-08-01,Hilton Hotels,Atlanta,,United States,30,1,Business Unit Charlie,Europe
2023-08-01,Hilton Hotels,Washington D.C.,,United States,26,1,Business Unit Bravo,Latin America
2023-08-01,Hyatt Hotels Corporation,Washington D.C.,,China,22,1,Business Unit Delta ,North America
2023-08-01,InterContinental Hotels Group (IHG),Atlanta,,United States,29,1,Business Unit Bravo,APAC
2023-08-01,BTH Hotels,Sao Paulo,,Japan,25,1,Business Unit Delta ,North America
2023-08-01,Hyatt Hotels Corporation,Mexico City,,China,21,1,Business Unit Bravo,Latin America
2023-08-01,Marriott International,Miami,,Japan,21,1,Business Unit Bravo,Europe
2023-08-01,Jin Jiang International,Chicago,,China,29,1,Business Unit Echo,Europe
2023-08-01,Marriott International,Dallas-Fort Worth,,Japan,26,1,Business Unit Echo,Latin America
2023-08-01,Wyndham Hotels and Resorts,Miami,,France,19,1,Business Unit Delta ,North America
2023-08-01,Accor,Mumbai,,United Kingdom,19,1,Business Unit Charlie,Latin America
2023-08-01,Accor,Washington D.C.,,United Kingdom,28,1,Business Unit Echo,North America
2023-08-01,Wyndham Hotels and Resorts,Hong Kong,,France,27,1,Business Unit Bravo,APAC
2023-08-01,InterContinental Hotels Group (IHG),Atlanta,,United States,23,1,Business Unit Echo,Europe
2023-08-01,Jin Jiang International,Jakarta,,China,17,1,Business Unit Bravo,Europe
2023-08-01,Wyndham Hotels and Resorts,Jakarta,,France,23,1,Business Unit Bravo,APAC
2023-08-01,Best Western Hotels & Resorts,Beijing,,Mexico,25,1,Business Unit Echo,Latin America
2023-08-01,Hyatt Hotels Corporation,London,,China,18,1,Business Unit Echo,APAC
2023-08-01,Marriott International,Moscow,,Japan,23,1,Business Unit Alpha ,APAC
2023-08-01,Accor,Philadelphia,,United Kingdom,21,1,Business Unit Alpha ,Europe
2023-08-01,Hyatt Hotels Corporation,London,,China,23,1,Business Unit Bravo,Latin America
2023-09-01,BTH Hotels,London,,Japan,25,1,Business Unit Bravo,APAC
2023-09-01,Accor,Los Angeles,,United Kingdom,26,1,Business Unit Alpha ,Latin America
2023-09-01,Hyatt Hotels Corporation,Dallas-Fort Worth,,China,18,1,Business Unit Charlie,North America
2023-09-01,Accor,Los Angeles,,United Kingdom,29,1,Business Unit Echo,North America
2023-09-01,BTH Hotels,Dallas-Fort Worth,,Japan,30,1,Business Unit Charlie,North America
2023-09-01,BTH Hotels,Moscow,,Japan,20,1,Business Unit Charlie,Latin America
2023-09-01,Four Seasons,Buenos Aires,,Argentina,18,1,Business Unit Delta ,North America
2023-09-01,Ritz Carlton,San Francisco Bay Area,,United States,17,1,Business Unit Bravo,North America
2023-09-01,Jin Jiang International,Philadelphia,,China,20,1,Business Unit Echo,Latin America
2023-09-01,InterContinental Hotels Group (IHG),Jakarta,,United States,17,1,Business Unit Delta ,Europe
2023-09-01,BTH Hotels,Mexico City,,Japan,24,1,Business Unit Charlie,North America
2023-09-01,InterContinental Hotels Group (IHG),Shanghai,,United States,21,1,Business Unit Echo,North America
2023-09-01,Marriott International,Hong Kong,,Japan,20,1,Business Unit Bravo,APAC
2023-09-01,Accor,Paris,,United Kingdom,21,1,Business Unit Bravo,Latin America
2023-09-01,Choice Hotels International,Tokyo,,United States,22,1,Business Unit Delta ,Europe
2023-09-01,Accor,Mexico City,,United Kingdom,22,1,Business Unit Alpha ,Europe
2023-09-01,Marriott International,Seoul,,Japan,22,1,Business Unit Echo,North America
2023-09-01,InterContinental Hotels Group (IHG),New York City,,United States,29,1,Business Unit Charlie,Europe
2023-09-01,Choice Hotels International,Tokyo,,United States,20,1,Business Unit Charlie,Latin America
2023-09-01,Marriott International,Jakarta,,Japan,25,1,Business Unit Charlie,Europe
2023-09-01,Marriott International,Mumbai,,Japan,23,1,Business Unit Charlie,Europe
2023-09-01,BTH Hotels,London,,Japan,28,1,Business Unit Alpha ,Europe
2023-09-01,Wyndham Hotels and Resorts,Osaka-Kobe,,France,25,1,Business Unit Echo,Latin America
2023-09-01,Choice Hotels International,Paris,,United States,20,1,Business Unit Alpha ,APAC
2023-09-01,Jin Jiang International,Sao Paulo,,China,23,1,Business Unit Bravo,APAC
2023-10-01,Hyatt Hotels Corporation,Mumbai,,China,22,1,Business Unit Charlie,Europe
2023-10-01,Best Western Hotels & Resorts,Beijing,,Mexico,18,1,Business Unit Charlie,Latin America
2023-10-01,Wyndham Hotels and Resorts,Hong Kong,,France,30,1,Business Unit Echo,Latin America
2023-10-01,Wyndham Hotels and Resorts,Mumbai,,France,15,1,Business Unit Delta ,North America
2023-10-01,Jin Jiang International,Mumbai,,China,23,1,Business Unit Alpha ,North America
2023-10-01,Marriott International,San Francisco Bay Area,,Japan,22,1,Business Unit Bravo,Latin America
2023-10-01,Four Seasons,London,,Argentina,21,1,Business Unit Echo,Latin America
2023-10-01,Best Western Hotels & Resorts,Mexico City,,Mexico,17,1,Business Unit Alpha ,Europe
2023-10-01,Marriott International,Jakarta,,Japan,23,1,Business Unit Alpha ,Latin America
2023-10-01,BTH Hotels,Philadelphia,,Japan,26,1,Business Unit Echo,Europe
2023-10-01,Accor,Miami,,United Kingdom,20,1,Business Unit Delta ,Latin America
2023-10-01,Jin Jiang International,Hong Kong,,China,25,1,Business Unit Charlie,North America
2023-10-01,InterContinental Hotels Group (IHG),Philadelphia,,United States,29,1,Business Unit Bravo,North America
2023-10-01,Jin Jiang International,Buenos Aires,,China,27,1,Business Unit Echo,Latin America
2023-10-01,InterContinental Hotels Group (IHG),Toronto,,United States,24,1,Business Unit Delta ,North America
2023-10-01,BTH Hotels,Jakarta,,Japan,17,1,Business Unit Echo,Europe
2023-10-01,Ritz Carlton,Atlanta,,United States,16,1,Business Unit Alpha ,APAC
2023-10-01,Ritz Carlton,San Francisco Bay Area,,United States,27,1,Business Unit Bravo,North America
2023-10-01,InterContinental Hotels Group (IHG),Seoul,,United States,22,1,Business Unit Delta ,APAC
2023-10-01,Hyatt Hotels Corporation,San Francisco Bay Area,,China,18,1,Business Unit Charlie,Latin America
2023-10-01,Four Seasons,London,,Argentina,28,1,Business Unit Echo,Europe
2023-10-01,Marriott International,Tokyo,,Japan,27,1,Business Unit Bravo,Europe
2023-10-01,BTH Hotels,Shanghai,,Japan,16,1,Business Unit Echo,Europe
2023-10-01,Ritz Carlton,Atlanta,,United States,30,1,Business Unit Charlie,APAC
2023-10-01,Hyatt Hotels Corporation,Shanghai,,China,17,1,Business Unit Bravo,APAC
2023-11-01,Ritz Carlton,Washington D.C.,,United States,20,1,Business Unit Delta ,Latin America
2023-11-01,BTH Hotels,Buenos Aires,,Japan,30,1,Business Unit Charlie,Latin America
2023-11-01,BTH Hotels,Buenos Aires,,Japan,17,1,Business Unit Bravo,Latin America
2023-11-01,Hyatt Hotels Corporation,Beijing,,China,30,1,Business Unit Bravo,North America
2023-11-01,Ritz Carlton,Hong Kong,,United States,29,1,Business Unit Alpha ,APAC
2023-11-01,Jin Jiang International,Dallas-Fort Worth,,China,28,1,Business Unit Alpha ,APAC
2023-11-01,Accor,Atlanta,,United Kingdom,18,1,Business Unit Alpha ,APAC
2023-11-01,Four Seasons,Houston,,Argentina,21,1,Business Unit Charlie,North America
2023-11-01,InterContinental Hotels Group (IHG),Miami,,United States,15,1,Business Unit Delta ,Latin America
2023-11-01,Hyatt Hotels Corporation,New York City,,China,15,1,Business Unit Bravo,APAC
2023-11-01,Hilton Hotels,Chicago,,United States,23,1,Business Unit Delta ,APAC
2023-11-01,Choice Hotels International,Buenos Aires,,United States,19,1,Business Unit Charlie,Latin America
2023-11-01,Jin Jiang International,Toronto,,China,26,1,Business Unit Delta ,Europe
2023-11-01,Marriott International,Chicago,,Japan,23,1,Business Unit Delta ,Europe
2023-11-01,Hilton Hotels,Toronto,,United States,18,1,Business Unit Alpha ,APAC
2023-11-01,Accor,Houston,,United Kingdom,16,1,Business Unit Alpha ,APAC
2023-11-01,InterContinental Hotels Group (IHG),Miami,,United States,24,1,Business Unit Echo,Latin America
2023-11-01,Accor,Washington D.C.,,United Kingdom,29,1,Business Unit Delta ,Latin America
2023-11-01,Best Western Hotels & Resorts,Chicago,,Mexico,23,1,Business Unit Echo,Europe
2023-11-01,Four Seasons,Beijing,,Argentina,21,1,Business Unit Alpha ,APAC
2023-11-01,BTH Hotels,Moscow,,Japan,30,1,Business Unit Bravo,APAC
2023-11-01,Jin Jiang International,Los Angeles,,China,21,1,Business Unit Bravo,Europe
2023-11-01,Hilton Hotels,Toronto,,United States,24,1,Business Unit Bravo,Europe
2023-11-01,Hyatt Hotels Corporation,Atlanta,,China,27,1,Business Unit Delta ,Latin America
2023-11-01,Best Western Hotels & Resorts,Seoul,,Mexico,30,1,Business Unit Charlie,Europe
2023-12-01,InterContinental Hotels Group (IHG),Paris,,United States,25,1,Business Unit Charlie,North America
2023-12-01,Accor,Paris,,United Kingdom,16,1,Business Unit Charlie,APAC
2023-12-01,Accor,Seoul,,United Kingdom,21,1,Business Unit Charlie,APAC
2023-12-01,Four Seasons,Washington D.C.,,Argentina,25,1,Business Unit Delta ,Latin America
2023-12-01,InterContinental Hotels Group (IHG),Chicago,,United States,24,1,Business Unit Alpha ,APAC
2023-12-01,BTH Hotels,Beijing,,Japan,22,1,Business Unit Delta ,APAC
2023-12-01,Accor,Toronto,,United Kingdom,29,1,Business Unit Alpha ,Europe
2023-12-01,Jin Jiang International,Jakarta,,China,26,1,Business Unit Delta ,Europe
2023-12-01,Marriott International,Miami,,Japan,22,1,Business Unit Alpha ,Europe
2023-12-01,Choice Hotels International,Washington D.C.,,United States,25,1,Business Unit Alpha ,APAC
2023-12-01,Choice Hotels International,Tokyo,,United States,19,1,Business Unit Delta ,Latin America
2023-12-01,Marriott International,Sao Paulo,,Japan,20,1,Business Unit Charlie,APAC
2023-12-01,Accor,Tokyo,,United Kingdom,20,1,Business Unit Delta ,Latin America
2023-12-01,Wyndham Hotels and Resorts,Mumbai,,France,22,1,Business Unit Charlie,Latin America
2023-12-01,Marriott International,Moscow,,Japan,17,1,Business Unit Echo,Europe
2023-12-01,Marriott International,Jakarta,,Japan,20,1,Business Unit Charlie,Latin America
2023-12-01,Choice Hotels International,Shanghai,,United States,19,1,Business Unit Echo,Europe
2023-12-01,Four Seasons,Paris,,Argentina,29,1,Business Unit Charlie,Europe
2023-12-01,Four Seasons,Mumbai,,Argentina,29,1,Business Unit Delta ,APAC
2023-12-01,Jin Jiang International,Sao Paulo,,China,25,1,Business Unit Delta ,APAC
2023-12-01,InterContinental Hotels Group (IHG),Tokyo,,United States,29,1,Business Unit Alpha ,APAC
2023-12-01,Choice Hotels International,Tokyo,,United States,29,1,Business Unit Alpha ,APAC
2023-12-01,Hilton Hotels,New York City,,United States,21,1,Business Unit Echo,Europe
2023-12-01,Ritz Carlton,Houston,,United States,21,1,Business Unit Alpha ,APAC
2023-12-01,Choice Hotels International,Hong Kong,,United States,28,1,Business Unit Echo,Latin America